CUST_ID,agg_ncluster2_linkageward,agg_ncluster2_linkagecomplete,agg_ncluster2_linkageaverage,agg_ncluster2_linkagesingle,agg_ncluster3_linkageward,agg_ncluster3_linkagecomplete,agg_ncluster3_linkageaverage,agg_ncluster3_linkagesingle,agg_ncluster4_linkageward,agg_ncluster4_linkagecomplete,agg_ncluster4_linkageaverage,agg_ncluster4_linkagesingle,agg_ncluster5_linkageward,agg_ncluster5_linkagecomplete,agg_ncluster5_linkageaverage,agg_ncluster5_linkagesingle,agg_ncluster6_linkageward,agg_ncluster6_linkagecomplete,agg_ncluster6_linkageaverage,agg_ncluster6_linkagesingle,agg_ncluster7_linkageward,agg_ncluster7_linkagecomplete,agg_ncluster7_linkageaverage,agg_ncluster7_linkagesingle,agg_ncluster8_linkageward,agg_ncluster8_linkagecomplete,agg_ncluster8_linkageaverage,agg_ncluster8_linkagesingle,agg_ncluster9_linkageward,agg_ncluster9_linkagecomplete,agg_ncluster9_linkageaverage,agg_ncluster9_linkagesingle,agg_ncluster10_linkageward,agg_ncluster10_linkagecomplete,agg_ncluster10_linkageaverage,agg_ncluster10_linkagesingle,ms_quantile0.1,ms_quantile0.2,ms_quantile0.3,ms_quantile0.4,ms_quantile0.5,birch_threshold0.1_factor10_ncluster2,birch_threshold0.1_factor10_ncluster3,birch_threshold0.1_factor10_ncluster4,birch_threshold0.1_factor10_ncluster5,birch_threshold0.1_factor10_ncluster6,birch_threshold0.1_factor20_ncluster2,birch_threshold0.1_factor20_ncluster3,birch_threshold0.1_factor20_ncluster4,birch_threshold0.1_factor20_ncluster5,birch_threshold0.1_factor20_ncluster6,birch_threshold0.1_factor30_ncluster2,birch_threshold0.1_factor30_ncluster3,birch_threshold0.1_factor30_ncluster4,birch_threshold0.1_factor30_ncluster5,birch_threshold0.1_factor30_ncluster6,birch_threshold0.1_factor40_ncluster2,birch_threshold0.1_factor40_ncluster3,birch_threshold0.1_factor40_ncluster4,birch_threshold0.1_factor40_ncluster5,birch_threshold0.1_factor40_ncluster6,birch_threshold0.1_factor50_ncluster2,birch_threshold0.1_factor50_ncluster3,birch_threshold0.1_factor50_ncluster4,birch_threshold0.1_factor50_ncluster5,birch_threshold0.1_factor50_ncluster6,birch_threshold0.3_factor10_ncluster2,birch_threshold0.3_factor10_ncluster3,birch_threshold0.3_factor10_ncluster4,birch_threshold0.3_factor10_ncluster5,birch_threshold0.3_factor10_ncluster6,birch_threshold0.3_factor20_ncluster2,birch_threshold0.3_factor20_ncluster3,birch_threshold0.3_factor20_ncluster4,birch_threshold0.3_factor20_ncluster5,birch_threshold0.3_factor20_ncluster6,birch_threshold0.3_factor30_ncluster2,birch_threshold0.3_factor30_ncluster3,birch_threshold0.3_factor30_ncluster4,birch_threshold0.3_factor30_ncluster5,birch_threshold0.3_factor30_ncluster6,birch_threshold0.3_factor40_ncluster2,birch_threshold0.3_factor40_ncluster3,birch_threshold0.3_factor40_ncluster4,birch_threshold0.3_factor40_ncluster5,birch_threshold0.3_factor40_ncluster6,birch_threshold0.3_factor50_ncluster2,birch_threshold0.3_factor50_ncluster3,birch_threshold0.3_factor50_ncluster4,birch_threshold0.3_factor50_ncluster5,birch_threshold0.3_factor50_ncluster6,birch_threshold0.5_factor10_ncluster2,birch_threshold0.5_factor10_ncluster3,birch_threshold0.5_factor10_ncluster4,birch_threshold0.5_factor10_ncluster5,birch_threshold0.5_factor10_ncluster6,birch_threshold0.5_factor20_ncluster2,birch_threshold0.5_factor20_ncluster3,birch_threshold0.5_factor20_ncluster4,birch_threshold0.5_factor20_ncluster5,birch_threshold0.5_factor20_ncluster6,birch_threshold0.5_factor30_ncluster2,birch_threshold0.5_factor30_ncluster3,birch_threshold0.5_factor30_ncluster4,birch_threshold0.5_factor30_ncluster5,birch_threshold0.5_factor30_ncluster6,birch_threshold0.5_factor40_ncluster2,birch_threshold0.5_factor40_ncluster3,birch_threshold0.5_factor40_ncluster4,birch_threshold0.5_factor40_ncluster5,birch_threshold0.5_factor40_ncluster6,birch_threshold0.5_factor50_ncluster2,birch_threshold0.5_factor50_ncluster3,birch_threshold0.5_factor50_ncluster4,birch_threshold0.5_factor50_ncluster5,birch_threshold0.5_factor50_ncluster6,birch_threshold0.7_factor10_ncluster2,birch_threshold0.7_factor10_ncluster3,birch_threshold0.7_factor10_ncluster4,birch_threshold0.7_factor10_ncluster5,birch_threshold0.7_factor10_ncluster6,birch_threshold0.7_factor20_ncluster2,birch_threshold0.7_factor20_ncluster3,birch_threshold0.7_factor20_ncluster4,birch_threshold0.7_factor20_ncluster5,birch_threshold0.7_factor20_ncluster6,birch_threshold0.7_factor30_ncluster2,birch_threshold0.7_factor30_ncluster3,birch_threshold0.7_factor30_ncluster4,birch_threshold0.7_factor30_ncluster5,birch_threshold0.7_factor30_ncluster6,birch_threshold0.7_factor40_ncluster2,birch_threshold0.7_factor40_ncluster3,birch_threshold0.7_factor40_ncluster4,birch_threshold0.7_factor40_ncluster5,birch_threshold0.7_factor40_ncluster6,birch_threshold0.7_factor50_ncluster2,birch_threshold0.7_factor50_ncluster3,birch_threshold0.7_factor50_ncluster4,birch_threshold0.7_factor50_ncluster5,birch_threshold0.7_factor50_ncluster6,birch_threshold0.9_factor10_ncluster2,birch_threshold0.9_factor10_ncluster3,birch_threshold0.9_factor10_ncluster4,birch_threshold0.9_factor10_ncluster5,birch_threshold0.9_factor10_ncluster6,birch_threshold0.9_factor20_ncluster2,birch_threshold0.9_factor20_ncluster3,birch_threshold0.9_factor20_ncluster4,birch_threshold0.9_factor20_ncluster5,birch_threshold0.9_factor20_ncluster6,birch_threshold0.9_factor30_ncluster2,birch_threshold0.9_factor30_ncluster3,birch_threshold0.9_factor30_ncluster4,birch_threshold0.9_factor30_ncluster5,birch_threshold0.9_factor30_ncluster6,birch_threshold0.9_factor40_ncluster2,birch_threshold0.9_factor40_ncluster3,birch_threshold0.9_factor40_ncluster4,birch_threshold0.9_factor40_ncluster5,birch_threshold0.9_factor40_ncluster6,birch_threshold0.9_factor50_ncluster2,birch_threshold0.9_factor50_ncluster3,birch_threshold0.9_factor50_ncluster4,birch_threshold0.9_factor50_ncluster5,birch_threshold0.9_factor50_ncluster6,hdbscan_mincluster5_minsample5,hdbscan_mincluster5_minsample6,hdbscan_mincluster5_minsample7,hdbscan_mincluster5_minsample8,hdbscan_mincluster5_minsample9,hdbscan_mincluster5_minsample10,hdbscan_mincluster10_minsample5,hdbscan_mincluster10_minsample6,hdbscan_mincluster10_minsample7,hdbscan_mincluster10_minsample8,hdbscan_mincluster10_minsample9,hdbscan_mincluster10_minsample10,hdbscan_mincluster15_minsample5,hdbscan_mincluster15_minsample6,hdbscan_mincluster15_minsample7,hdbscan_mincluster15_minsample8,hdbscan_mincluster15_minsample9,hdbscan_mincluster15_minsample10,hdbscan_mincluster20_minsample5,hdbscan_mincluster20_minsample6,hdbscan_mincluster20_minsample7,hdbscan_mincluster20_minsample8,hdbscan_mincluster20_minsample9,hdbscan_mincluster20_minsample10,hdbscan_mincluster25_minsample5,hdbscan_mincluster25_minsample6,hdbscan_mincluster25_minsample7,hdbscan_mincluster25_minsample8,hdbscan_mincluster25_minsample9,hdbscan_mincluster25_minsample10,hdbscan_mincluster30_minsample5,hdbscan_mincluster30_minsample6,hdbscan_mincluster30_minsample7,hdbscan_mincluster30_minsample8,hdbscan_mincluster30_minsample9,hdbscan_mincluster30_minsample10,hdbscan_mincluster35_minsample5,hdbscan_mincluster35_minsample6,hdbscan_mincluster35_minsample7,hdbscan_mincluster35_minsample8,hdbscan_mincluster35_minsample9,hdbscan_mincluster35_minsample10,hdbscan_mincluster40_minsample5,hdbscan_mincluster40_minsample6,hdbscan_mincluster40_minsample7,hdbscan_mincluster40_minsample8,hdbscan_mincluster40_minsample9,hdbscan_mincluster40_minsample10,hdbscan_mincluster45_minsample5,hdbscan_mincluster45_minsample6,hdbscan_mincluster45_minsample7,hdbscan_mincluster45_minsample8,hdbscan_mincluster45_minsample9,hdbscan_mincluster45_minsample10,hdbscan_mincluster50_minsample5,hdbscan_mincluster50_minsample6,hdbscan_mincluster50_minsample7,hdbscan_mincluster50_minsample8,hdbscan_mincluster50_minsample9,hdbscan_mincluster50_minsample10,optics_minsamp30_xi0.0005,optics_minsamp30_xi0.005,optics_minsamp30_xi0.01,optics_minsamp30_xi0.02,optics_minsamp30_xi0.05,optics_minsamp60_xi0.0005,optics_minsamp60_xi0.005,optics_minsamp60_xi0.01,optics_minsamp60_xi0.02,optics_minsamp60_xi0.05,optics_minsamp80_xi0.0005,optics_minsamp80_xi0.005,optics_minsamp80_xi0.01,optics_minsamp80_xi0.02,optics_minsamp80_xi0.05,optics_minsamp120_xi0.0005,optics_minsamp120_xi0.005,optics_minsamp120_xi0.01,optics_minsamp120_xi0.02,optics_minsamp120_xi0.05,optics_minsamp140_xi0.0005,optics_minsamp140_xi0.005,optics_minsamp140_xi0.01,optics_minsamp140_xi0.02,optics_minsamp140_xi0.05
C12915,0,0,0,0,1,2,0,0,0,0,2,0,0,1,0,0,4,1,5,0,4,0,2,0,4,3,0,0,4,1,8,0,1,1,8,0,2,0,0,0,0,0,0,3,3,3,0,1,0,0,1,0,1,0,4,4,0,1,0,2,2,0,1,0,0,1,1,0,3,1,1,1,0,1,0,1,1,0,3,1,0,0,0,3,3,3,0,1,0,1,1,0,1,0,2,2,1,1,0,0,5,0,2,0,4,4,0,1,0,2,0,0,1,0,2,0,0,1,0,2,5,1,1,1,0,2,0,0,3,1,0,0,1,0,2,0,0,1,0,2,2,0,1,0,2,0,0,0,3,3,1,0,0,3,3,1,0,0,3,3,1,0,0,3,3,1,-1,53,46,-1,29,25,-1,29,31,-1,23,22,-1,22,27,-1,20,18,20,21,22,21,19,1,18,18,19,1,1,1,17,16,1,1,1,1,13,12,0,0,0,0,10,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,8,8,8,8,7,2,9,9,8,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C13874,1,0,0,0,0,0,2,0,1,2,0,0,4,2,2,0,1,0,2,0,0,1,0,0,1,1,5,0,1,0,5,0,0,0,5,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,2,2,2,0,0,2,2,2,2,0,2,2,2,2,1,1,0,1,1,1,0,1,4,4,1,0,1,1,1,0,2,2,2,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,2,0,1,1,1,1,0,3,3,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,87,59,36,28,-1,-1,31,28,24,24,-1,-1,22,23,21,21,18,19,22,22,21,20,17,1,20,19,17,1,1,1,19,17,1,1,1,1,15,13,0,0,0,0,12,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,-1,11,11,11,10,-1,-1,-1,-1,-1,1,-1,-1,-1,2,1,-1,-1,-1,1,-1
C11045,0,0,0,0,1,2,0,0,0,0,2,0,1,1,0,0,0,1,0,0,2,0,5,0,2,3,2,0,2,1,0,0,2,1,9,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,2,2,0,1,0,1,0,0,1,1,0,1,0,2,1,0,3,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,2,0,0,2,2,0,0,1,1,0,0,2,0,2,0,0,1,0,1,0,2,0,0,1,0,2,0,0,2,2,0,2,1,1,1,0,2,0,0,3,1,0,0,1,0,2,0,0,2,2,0,0,0,1,0,2,0,0,0,3,3,1,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,21,-1,1,1,1,1,18,-1,0,0,0,0,15,-1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,6,6,6,-1,-1,6,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C13074,0,1,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,2,0,0,1,2,6,0,0,0,6,0,8,8,6,0,8,8,6,0,0,0,0,0,0,0,0,1,0,2,0,1,0,4,4,0,1,0,0,2,0,2,2,0,5,0,1,0,4,4,1,0,1,0,5,1,0,3,1,0,1,0,1,0,5,0,0,1,0,0,0,1,0,2,0,0,2,2,0,5,1,1,0,1,1,0,2,0,0,5,0,1,0,4,4,0,1,0,4,4,0,2,2,0,0,0,2,0,4,4,0,0,1,0,2,0,1,0,4,4,0,2,2,0,5,0,1,0,4,4,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,81,-1,44,-1,-1,-1,-1,33,28,28,-1,-1,24,25,24,26,23,-1,21,23,25,23,21,1,19,22,20,1,1,1,18,20,1,1,1,1,14,17,0,0,0,0,11,14,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,-1,9,9,9,8,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,-1,-1
C15304,0,0,0,0,1,2,0,0,0,0,2,0,0,1,0,0,5,1,5,0,5,0,2,0,5,2,0,0,5,2,2,0,5,2,0,4,2,0,0,0,0,0,0,3,3,3,0,1,0,0,5,0,1,0,4,4,0,1,0,2,2,0,1,0,0,5,1,0,3,1,1,1,0,1,0,5,1,0,3,1,0,0,0,3,3,3,0,2,2,0,2,0,1,0,2,2,1,1,0,0,5,0,2,0,4,4,0,2,2,0,5,0,2,2,0,2,0,1,0,2,5,1,1,1,0,0,0,0,3,1,0,0,2,2,0,2,0,1,0,2,2,0,2,2,0,2,0,0,3,3,1,0,0,3,3,1,0,0,3,3,1,0,0,3,3,1,-1,-1,3,3,2,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,1,1,3,3,1,1,1,1,2,2,0,0,0,0,2,2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,17,17,17,14,-1,13,13,12,9,2,7,7,6,3,2,6,6,5,2,1
C16327,0,1,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,2,0,0,1,2,6,0,0,0,6,0,0,3,6,0,4,3,6,0,0,0,0,0,0,0,0,1,0,2,0,1,0,4,4,0,1,0,0,2,0,2,2,0,5,0,1,0,4,4,1,0,1,0,5,1,0,3,1,0,1,0,1,0,1,0,0,1,0,5,0,1,0,1,1,0,2,2,0,0,1,1,0,1,1,0,2,0,0,5,0,1,0,4,4,0,1,0,4,4,0,2,2,0,2,0,2,0,4,4,0,0,1,0,1,0,1,0,4,4,0,2,2,0,5,0,1,0,2,0,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,-1,-1,-1,-1,69,-1,-1,-1,-1,-1,55,-1,-1,-1,-1,-1,43,-1,-1,-1,-1,-1,40,1,21,-1,-1,1,1,1,20,-1,1,1,1,1,17,-1,0,0,0,0,14,20,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,6,6,-1,-1,3,3,-1,-1,-1,2,2,2,-1,-1,1,1,1,-1,-1,1,1,1,-1,-1
C14255,1,0,0,0,0,0,2,0,1,2,0,0,4,2,2,0,1,0,2,0,0,1,0,0,1,1,5,0,1,0,5,0,0,9,5,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,2,2,2,0,0,2,2,2,2,0,2,2,2,2,1,1,0,1,1,1,0,1,4,4,1,0,1,1,1,0,2,2,2,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,2,0,1,1,1,1,0,3,3,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,20,20,20,19,-1,12,12,12,-1,-1,10,-1,-1,-1,1,5,5,5,2,1,-1,-1,-1,1,-1
C12928,1,0,0,0,0,0,2,0,1,2,0,0,4,2,2,0,1,0,2,0,0,6,0,0,7,6,3,0,7,6,3,0,7,6,3,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,2,2,2,0,0,2,2,2,2,0,2,2,2,2,1,1,0,1,1,1,0,1,4,4,1,0,1,1,1,0,2,2,2,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,2,0,1,1,1,1,0,3,3,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,111,75,48,53,-1,-1,50,44,33,44,-1,-1,42,36,29,37,25,30,-1,31,26,29,22,1,24,28,21,1,1,1,25,22,1,1,1,1,23,15,0,0,0,0,19,12,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,14,14,14,12,-1,-1,-1,-1,-1,1,6,-1,-1,2,1,5,5,-1,1,-1
C11840,0,1,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,2,0,0,1,2,6,0,0,0,6,0,8,8,6,0,8,8,6,0,0,0,0,0,0,0,0,1,0,2,0,1,0,4,4,0,1,0,0,2,0,2,2,0,5,0,1,0,4,4,1,0,1,0,5,1,0,3,1,0,1,0,1,0,5,0,0,1,0,5,0,1,0,2,0,0,2,2,0,5,1,1,0,1,1,0,2,0,0,5,0,1,0,4,4,0,1,0,4,4,0,2,2,0,0,0,2,0,4,4,0,0,1,0,1,0,1,0,4,4,0,2,2,0,5,0,1,0,4,4,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,3,3,-1,-1,-1,2,2,2,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1
C10220,1,0,0,0,0,0,2,0,1,2,0,0,4,2,2,0,1,0,2,0,0,1,0,0,1,1,5,0,1,0,5,0,0,0,5,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,2,2,2,0,0,2,2,2,2,0,2,2,2,2,1,1,0,1,1,1,0,1,4,4,1,0,1,1,1,0,2,2,2,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,2,0,1,1,1,1,0,3,3,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,88,60,36,28,31,28,32,28,24,24,25,24,22,23,21,21,18,19,22,22,21,20,17,1,20,19,17,1,1,1,19,17,1,1,1,1,15,13,0,0,0,0,12,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,17,17,17,-1,-1,11,11,11,10,-1,-1,-1,-1,-1,1,-1,-1,-1,2,1,-1,-1,-1,1,-1
C16574,0,1,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,2,0,0,1,2,6,0,0,0,6,0,8,8,6,0,8,8,6,0,0,0,0,0,0,0,0,1,0,2,0,1,0,4,4,0,1,0,0,2,0,2,2,0,5,0,1,0,4,4,1,0,1,0,5,1,0,3,1,0,1,0,1,0,5,0,0,1,0,5,0,1,0,2,0,0,2,2,0,5,1,1,0,1,1,0,2,0,0,5,0,1,0,4,4,0,1,0,4,4,0,2,2,0,0,0,2,0,4,4,0,0,1,0,1,0,1,0,4,4,0,2,2,0,5,0,1,0,4,4,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,89,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,21,-1,-1,1,1,1,20,-1,1,1,1,1,17,-1,0,0,0,0,14,-1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,3,3,3,-1,-1,2,2,2,-1,-1,1,1,1,-1,-1,1,1,1,-1,-1
C10100,1,0,0,0,0,0,2,0,1,2,0,0,4,2,2,0,1,0,2,0,0,1,0,0,1,1,5,0,1,0,5,0,0,0,5,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,2,2,2,0,0,2,2,2,2,0,2,2,2,2,1,1,0,1,1,1,0,1,4,4,1,0,1,1,1,0,2,2,2,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,2,0,1,1,1,1,0,3,3,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,68,40,27,23,21,18,21,20,17,18,18,17,19,16,15,15,14,14,18,15,15,15,14,1,15,-1,-1,1,1,1,14,-1,1,1,1,1,11,-1,0,0,0,0,8,-1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,1,-1,-1,-1,1,-1
C18361,0,1,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,2,0,0,1,2,5,0,0,0,2,0,0,3,0,0,9,3,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,2,2,0,1,0,1,0,0,1,1,0,1,0,2,1,0,3,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,2,0,0,2,2,0,0,1,1,0,0,2,0,2,0,0,1,0,1,0,2,0,0,1,0,4,4,0,2,2,0,2,1,1,1,0,2,0,0,1,0,2,0,1,0,2,0,0,2,2,0,0,0,1,0,2,0,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,139,99,88,-1,-1,54,43,62,58,-1,38,47,36,47,51,52,31,33,30,42,47,43,27,1,27,34,39,1,1,1,29,28,1,1,1,1,21,23,0,0,0,0,17,18,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,12,12,12,-1,-1,10,10,10,9,-1,8,8,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C13032,1,0,0,0,0,0,2,0,1,2,0,0,4,2,2,0,1,0,2,0,0,1,0,0,1,1,5,0,1,0,5,0,0,0,5,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,2,2,2,0,0,2,2,2,2,0,2,2,2,2,1,1,0,1,1,1,0,1,4,4,1,0,1,1,1,0,2,2,2,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,2,0,1,1,1,1,0,3,3,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,-1,-1,36,28,31,28,-1,28,24,24,25,24,22,23,21,21,18,19,22,22,21,20,17,1,20,19,17,1,1,1,19,17,1,1,1,1,15,13,0,0,0,0,12,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,-1,11,11,11,10,-1,-1,-1,-1,-1,1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
C15804,1,0,0,0,0,0,2,0,1,2,0,0,4,2,2,0,1,0,2,0,0,6,0,0,7,6,3,0,7,6,3,0,7,6,3,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,2,2,2,0,0,2,2,2,2,0,2,2,2,2,1,1,0,1,1,1,0,1,4,4,1,0,1,1,1,0,2,2,2,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,2,0,1,1,1,1,0,3,3,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,124,88,64,64,54,52,57,53,47,47,45,45,43,41,38,40,34,32,37,35,34,32,30,1,33,21,30,1,1,1,31,19,1,1,1,1,16,16,0,0,0,0,13,13,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,21,21,21,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,-1,-1,2,1,-1,-1,-1,1,-1
C16255,0,0,0,0,1,2,0,0,0,0,2,0,0,1,0,0,4,1,0,0,4,0,5,0,4,3,2,0,4,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,4,4,0,2,2,0,1,0,1,0,0,1,1,0,1,0,2,1,0,1,0,1,1,0,3,1,0,0,0,1,0,0,0,1,0,1,1,0,2,2,0,0,1,1,0,0,2,0,2,0,4,4,0,1,0,2,0,0,1,0,2,0,0,2,2,0,2,1,1,1,0,2,0,0,3,1,0,0,1,0,2,0,0,2,2,0,0,0,1,0,2,0,0,0,3,3,1,0,0,3,3,1,0,0,3,3,1,0,0,3,3,1,-1,-1,-1,-1,-1,74,-1,-1,-1,-1,-1,67,-1,-1,-1,-1,48,49,29,38,41,42,34,1,26,26,27,1,1,1,28,24,1,1,1,1,25,19,0,0,0,0,21,16,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,9,9,-1,-1,-1,4,4,4,4,-1,5,5,-1,-1,-1,3,3,3,-1,-1,2,2,2,-1,-1
C16639,0,0,0,0,2,2,0,0,2,0,1,0,2,4,1,0,2,4,1,0,6,4,1,2,6,4,1,2,6,4,1,2,6,4,1,2,3,2,0,0,0,0,2,2,2,5,0,2,2,2,2,0,2,2,2,5,0,1,0,4,4,0,2,2,2,2,0,1,0,3,3,0,1,0,3,3,0,1,0,4,4,0,2,2,2,2,0,2,2,0,5,0,1,0,4,4,0,0,1,4,4,0,0,2,2,2,0,2,2,0,2,0,2,2,0,5,0,1,0,4,4,0,0,2,2,5,0,2,2,2,5,0,2,2,0,5,0,1,0,4,4,0,2,2,0,5,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,45,34,24,19,18,12,13,16,11,16,14,11,11,12,11,11,11,10,11,11,11,11,11,1,11,11,11,1,1,1,10,10,1,1,1,1,7,7,0,0,0,0,5,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,1,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0
